"Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories"
"1503960366","3/25/2016","11004.0","7.110000133514402","7.110000133514402","0.0","2.5699999332428","0.4600000083446501","4.07000017166138","0.0","33.0","12.0","205.0","804.0","1819.0"
"1503960366","3/26/2016","17609.0","11.5500001907349","11.5500001907349","0.0","6.92000007629395","0.730000019073486","3.91000008583069","0.0","89.0","17.0","274.0","588.0","2154.0"
"1503960366","3/27/2016","12736.0","8.52999973297119","8.52999973297119","0.0","4.65999984741211","0.159999996423721","3.7100000381469695","0.0","56.0","5.0","268.0","605.0","1944.0"
"1503960366","3/28/2016","13231.0","8.93000030517578","8.93000030517578","0.0","3.1900000572204603","0.790000021457672","4.9499998092651385","0.0","39.0","20.0","224.0","1080.0","1932.0"
"1503960366","3/29/2016","12041.0","7.849999904632571","7.849999904632571","0.0","2.16000008583069","1.0900000333786","4.6100001335144","0.0","28.0","28.0","243.0","763.0","1886.0"
"1503960366","3/30/2016","10970.0","7.15999984741211","7.15999984741211","0.0","2.35999989509583","0.509999990463257","4.28999996185303","0.0","30.0","13.0","223.0","1174.0","1820.0"
"1503960366","3/31/2016","12256.0","7.860000133514402","7.860000133514402","0.0","2.2899999618530296","0.490000009536743","5.03999996185303","0.0","33.0","12.0","239.0","820.0","1889.0"
"1503960366","4/1/2016","12262.0","7.869999885559079","7.869999885559079","0.0","3.3199999332428","0.8299999833106991","3.64000010490417","0.0","47.0","21.0","200.0","866.0","1868.0"
"1503960366","4/2/2016","11248.0","7.25","7.25","0.0","3.0","0.44999998807907104","3.74000000953674","0.0","40.0","11.0","244.0","636.0","1843.0"
"1503960366","4/3/2016","10016.0","6.369999885559079","6.369999885559079","0.0","0.910000026226044","1.27999997138977","4.17999982833862","0.0","15.0","30.0","314.0","655.0","1850.0"
"1503960366","4/4/2016","14557.0","9.80000019073486","9.80000019073486","0.0","3.39000010490417","0.699999988079071","5.69000005722046","0.0","43.0","18.0","285.0","757.0","2030.0"
"1503960366","4/5/2016","14844.0","9.72999954223633","9.72999954223633","0.0","2.9400000572204603","0.7599999904632572","6.03999996185303","0.0","36.0","18.0","341.0","736.0","2083.0"
"1503960366","4/6/2016","11974.0","7.67000007629395","7.67000007629395","0.0","2.03999996185303","0.479999989271164","5.15000009536743","0.0","27.0","12.0","228.0","1173.0","1861.0"
